flight_id,airline_name,airline_code,flight_number,departure_airport,arrival_airport,cabin_class,ticket_type,aircraft_type,departure_time,arrival_time,flight_duration_hours,distance_miles,base_fare_usd
663,Air France,AF,AF2048,CDG,FRA,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,10/31/2026,1/2/2024,16.84,4614,1709.96
664,Ethiopian Airlines,ET,ET1878,ADD,AMS,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,10/25/2026,8/22/2023,15.79,7507,2444.24
665,United Airlines,UA,UA4308,LAX,SEA,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,7/22/2025,8/26/2024,13.01,4959,1260.25
666,Qantas,QF,QF6081,SYD,MEL,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,3/21/2023,2/4/2024,12.47,856,158.42
667,Cathay Pacific,CX,CX6238,HKG,SIN,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,11/9/2026,3/5/2025,5.1,2805,365.16
668,Air Canada,AC,AC7769,YYZ,MIA,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,11/11/2026,3/15/2022,6.41,8271,2164.76
669,Air Canada,AC,AC1080,YYZ,ORD,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,2/4/2024,5/5/2023,8.51,7358,943.79
670,United Airlines,UA,UA5241,LAX,SFO,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,10/21/2024,11/23/2026,17.46,7105,3490.46
671,KLM Royal Dutch Airlines,KL,KL4223,AMS,FCO,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,10/4/2026,3/25/2022,1.52,3354,3268.81
672,Southwest Airlines,WN,WN9468,LAX,SFO,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,5/12/2025,11/1/2022,7.82,8717,1566.22
673,Iberia,IB,IB8346,MAD,CDG,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,4/28/2022,6/20/2024,12.5,4586,3359.68
674,All Nippon Airways,NH,NH1887,HND,CPH,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,6/1/2023,6/14/2022,9.2,3453,1960.32
675,Singapore Airlines,SQ,SQ7311,SIN,PEK,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,2/22/2025,2/12/2022,2.21,7048,2501.76
676,Avianca,AV,AV6517,BOG,MEX,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,12/16/2024,2/21/2023,1.11,8519,1862.45
677,Emirates,EK,EK7596,DXB,DOH,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,6/20/2022,5/13/2025,1.59,4900,2124.75
678,Avianca,AV,AV4829,BOG,FCO,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,6/15/2025,9/6/2025,0.33,3572,1122.26
679,Air India,AI,AI2165,DEL,HKG,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,3/18/2024,5/5/2025,4.35,1816,556.82
680,Air India,AI,AI6534,DEL,BOM,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,5/23/2025,11/20/2024,5.01,7273,2451.84
681,British Airways,BA,BA9450,LHR,CDG,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,5/25/2024,2/20/2024,8.42,3044,2782.01
682,Lufthansa,LH,LH1697,FRA,CDG,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,1/14/2024,11/2/2025,12.22,3516,752.15
683,Avianca,AV,AV2507,BOG,ORD,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,3/28/2026,5/29/2026,16.06,5085,3421.61
684,Ethiopian Airlines,ET,ET2308,ADD,DOH,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,12/17/2022,6/8/2022,14.8,4678,1082.65
685,Air France,AF,AF6790,CDG,FRA,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,6/21/2026,5/9/2026,8.23,7290,152.12
686,Thai Airways,TG,TG1974,BKK,SIN,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,6/19/2022,8/25/2022,5.07,1559,2231.54
687,Avianca,AV,AV3423,BOG,ORD,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,10/27/2026,4/29/2024,15.21,7775,1059.13
688,South African Airways,SA,SA2806,JNB,CDG,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,5/7/2025,6/25/2026,5.11,5201,3197.59
689,Aeroméxico,AM,AM4620,MEX,ORD,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,6/21/2022,4/6/2022,9.31,6808,788.3
690,LATAM Airlines,LA,LA7557,GRU,EZE,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,4/3/2022,11/13/2023,15.96,7265,923.94
691,Korean Air,KE,KE4681,ICN,BKK,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,10/15/2023,11/4/2024,0.72,4605,1709.31
692,Cathay Pacific,CX,CX2774,HKG,SIN,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,2/8/2022,4/1/2022,6.87,8563,2490.07
693,Cathay Pacific,CX,CX9570,HKG,SIN,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,9/6/2026,1/13/2025,16.9,8005,2187.61
694,Air Canada,AC,AC3652,YYZ,MIA,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,5/6/2023,10/15/2023,14.44,6573,804.41
695,Emirates,EK,EK1778,DXB,MUC,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,4/6/2024,3/6/2026,15.08,195,1032.05
696,Air India,AI,AI4437,DEL,BOM,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,7/3/2026,11/3/2026,3.5,8942,1131.61
697,Lufthansa,LH,LH4335,FRA,CDG,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,8/11/2024,8/10/2026,6.15,5216,1425.97
698,American Airlines,AA,AA9007,JFK,ATL,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,4/7/2025,8/25/2022,6.71,1265,1292.61
699,Air New Zealand,NZ,NZ4746,AKL,SYD,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,8/7/2022,1/26/2022,9.8,4712,496.04
700,Thai Airways,TG,TG1200,BKK,SIN,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,4/8/2022,5/10/2026,16.32,5486,231.73
701,Qantas,QF,QF9884,SYD,MEL,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,2/15/2024,9/28/2023,16.78,5448,1328.94
702,Korean Air,KE,KE9571,ICN,HND,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,4/7/2024,6/9/2022,8.34,5680,1532.73
703,Delta Air Lines,DL,DL2385,JFK,ATL,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,4/19/2025,1/6/2026,14.82,2767,2104.76
704,Qantas,QF,QF8191,SYD,MEL,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,6/3/2025,1/20/2026,10.68,998,1221.25
705,KLM Royal Dutch Airlines,KL,KL1912,AMS,CDG,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,6/11/2025,2/28/2024,11.04,285,3055.55
706,Lufthansa,LH,LH7175,FRA,CDG,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,5/3/2025,5/14/2023,16.46,842,3390.81
707,United Airlines,UA,UA8201,LAX,SFO,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,5/2/2022,10/21/2023,5.27,1864,2240.03
708,Southwest Airlines,WN,WN2418,LAX,SFO,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,3/29/2024,9/18/2026,16.72,6160,2096.14
709,Qantas,QF,QF4866,SYD,MEL,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,8/3/2022,7/26/2022,12.57,1408,398.9
710,Singapore Airlines,SQ,SQ5679,SIN,PEK,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,3/24/2023,8/9/2022,13.23,8104,3407.2
711,Cathay Pacific,CX,CX9836,HKG,SIN,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,11/14/2023,4/11/2023,5.38,452,82.12
712,United Airlines,UA,UA5069,LAX,SFO,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,5/5/2026,7/27/2024,2.21,4520,838.85
713,LATAM Airlines,LA,LA3329,GRU,EZE,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,3/15/2026,5/1/2026,2.03,3225,2844.81
714,American Airlines,AA,AA1144,JFK,ATL,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,4/9/2024,6/13/2026,15.93,4878,2206.11
715,Thai Airways,TG,TG2914,BKK,SCL,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,12/1/2022,1/29/2023,11.32,6651,1714.83
716,Air India,AI,AI1775,DEL,SCL,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,8/24/2022,7/3/2022,14.67,7980,905.32
717,Singapore Airlines,SQ,SQ2482,SIN,PEK,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,4/18/2023,9/27/2023,12.7,5658,2643.96
718,SAS Scandinavian,SK,SK4873,CPH,CDG,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,1/1/2026,11/26/2022,15.1,8630,2284.97
719,Thai Airways,TG,TG3344,BKK,SIN,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,12/18/2022,7/1/2026,17.25,7133,2690.25
720,LATAM Airlines,LA,LA4985,GRU,MIA,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,3/25/2026,12/30/2025,17.87,5045,355.01
721,South African Airways,SA,SA4050,JNB,CDG,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,6/15/2026,3/27/2026,0.95,87,420.77
722,United Airlines,UA,UA9030,LAX,SFO,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,5/8/2024,12/18/2024,16.75,5901,538.42
723,Avianca,AV,AV3592,BOG,ORD,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,10/22/2025,9/5/2024,14.06,6993,2407.5
724,Qatar Airways,QR,QR3784,DOH,NBO,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,3/27/2026,6/12/2025,10.91,7105,1746.37
725,Alitalia,AZ,AZ6840,FCO,CPH,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,11/14/2022,7/13/2023,12.69,7741,2154.69
726,Delta Air Lines,DL,DL4493,JFK,VIE,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,6/7/2025,1/28/2022,2.25,6643,2102.03
727,Korean Air,KE,KE8449,ICN,BKK,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,6/15/2023,6/23/2023,8.1,4334,3174.35
728,Air India,AI,AI6362,DEL,BOM,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,4/16/2024,9/9/2026,4.02,1737,3415.99
729,All Nippon Airways,NH,NH9869,HND,ICN,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,3/20/2025,5/2/2022,3.69,7248,799.93
730,LATAM Airlines,LA,LA7114,GRU,EZE,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,5/16/2026,3/17/2022,11.64,4265,1776.68
731,Air India,AI,AI6849,DEL,BOM,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,5/25/2026,4/9/2023,16.7,6556,3220.54
732,Air India,AI,AI2399,DEL,BOM,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,5/10/2022,4/3/2025,4.5,6960,985.64
733,Alitalia,AZ,AZ7615,FCO,CDG,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,5/18/2023,8/5/2024,15.75,293,680.31
734,Thai Airways,TG,TG4285,BKK,SIN,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,8/17/2024,8/22/2026,3.86,1095,3487.22
735,Ethiopian Airlines,ET,ET7435,ADD,DOH,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,10/5/2023,3/8/2023,14.82,3556,3034.4
